Iteration,Best Fitness,AVG Fitness,Worst Fitness,Prey Conflicts,Prey Total Color,Worst Conflicts,Worst Total Color
1,155.400000,140.037500,130.700000,19,6,57,6
2,155.400000,142.049000,132.000000,19,6,55,6
3,150.200000,140.102500,128.750000,27,6,60,6
4,152.800000,141.493500,128.100000,23,6,61,6
5,152.800000,141.119500,132.650000,23,6,54,6
6,152.800000,141.337500,131.350000,23,6,56,6
7,152.800000,141.503000,132.000000,23,6,55,6
8,152.800000,141.370000,126.800000,23,6,63,6
9,152.800000,140.944000,123.550000,23,6,68,6
10,152.800000,140.044000,126.800000,23,6,63,6
11,152.800000,141.470500,130.700000,23,6,57,6
12,152.800000,141.483500,127.450000,23,6,62,6
13,152.800000,141.220500,128.750000,23,6,60,6
14,152.800000,139.179500,127.450000,23,6,62,6
15,152.800000,140.210000,130.050000,23,6,58,6
16,152.800000,140.921500,130.700000,23,6,57,6
17,152.800000,141.308000,127.450000,23,6,62,6
18,152.800000,140.528500,129.400000,23,6,59,6
19,152.800000,140.918500,128.100000,23,6,61,6
20,152.800000,140.746000,127.450000,23,6,62,6
21,152.800000,141.675500,129.400000,23,6,59,6
22,152.800000,140.301000,130.050000,23,6,58,6
23,152.800000,140.203500,128.750000,23,6,60,6
24,152.800000,140.427500,130.700000,23,6,57,6
25,152.800000,140.330000,130.050000,23,6,58,6
26,152.800000,140.843500,124.850000,23,6,66,6
27,152.800000,140.912000,128.750000,23,6,60,6
28,152.800000,141.272500,130.050000,23,6,58,6
29,152.800000,139.072000,128.100000,23,6,61,6
30,152.800000,141.097500,132.650000,23,6,54,6
31,152.800000,140.009000,124.850000,23,6,66,6
32,152.800000,140.203500,129.400000,23,6,59,6
33,152.800000,140.755500,130.700000,23,6,57,6
34,152.800000,139.908500,129.400000,23,6,59,6
35,152.800000,141.701500,133.300000,23,6,53,6
36,152.800000,140.820500,130.050000,23,6,58,6
37,152.800000,141.038500,130.700000,23,6,57,6
38,152.800000,140.794500,124.200000,23,6,67,6
39,152.800000,140.525500,126.800000,23,6,63,6
40,152.800000,140.629000,129.400000,23,6,59,6
41,152.800000,140.977500,129.400000,23,6,59,6
42,152.800000,139.989000,129.400000,23,6,59,6
43,152.800000,141.844500,131.350000,23,6,56,6
44,152.800000,141.728000,132.650000,23,6,54,6
45,152.800000,139.738500,127.450000,23,6,62,6
46,152.800000,140.726500,128.100000,23,6,61,6
47,152.800000,141.103500,130.700000,23,6,57,6
48,152.800000,140.954500,129.400000,23,6,59,6
49,152.800000,140.441000,129.400000,23,6,59,6
50,152.800000,139.369500,128.150000,23,6,62,4
51,152.800000,140.864000,129.400000,23,6,59,6
52,152.800000,141.741000,129.750000,23,6,59,5
53,152.800000,141.984000,130.700000,23,6,57,6
54,152.800000,140.379000,131.350000,23,6,56,6
55,152.800000,140.034000,130.050000,23,6,58,6
56,152.800000,141.315000,130.700000,23,6,57,6
57,152.800000,141.263000,130.700000,23,6,57,6
58,152.800000,141.610500,130.050000,23,6,58,6
59,152.800000,140.824500,128.450000,23,6,61,5
60,152.800000,140.876000,127.450000,23,6,62,6
61,152.800000,140.268000,127.450000,23,6,62,6
62,152.800000,140.986500,124.850000,23,6,66,6
63,152.800000,141.929000,130.700000,23,6,57,6
64,152.800000,139.839500,127.450000,23,6,62,6
65,152.800000,141.002500,128.750000,23,6,60,6
66,152.800000,141.054500,129.400000,23,6,59,6
67,152.800000,141.480500,129.100000,23,6,60,5
68,152.800000,140.522000,132.000000,23,6,55,6
69,152.800000,141.445000,125.500000,23,6,65,6
70,152.800000,141.487000,127.800000,23,6,62,5
71,152.800000,140.948000,126.500000,23,6,64,5
72,154.100000,140.993000,132.000000,21,6,55,6
73,154.100000,140.551000,133.300000,21,6,53,6
74,154.100000,140.496000,130.700000,21,6,57,6
75,154.100000,140.541000,130.700000,21,6,57,6
76,154.100000,140.349500,129.400000,21,6,59,6
77,154.100000,141.542000,130.050000,21,6,58,6
78,154.100000,140.704000,132.350000,21,6,55,5
79,154.100000,141.191500,130.050000,21,6,58,6
80,154.100000,142.822500,131.350000,21,6,56,6
81,153.450000,139.771000,128.100000,22,6,61,6
82,153.450000,141.390000,131.350000,22,6,56,6
83,153.450000,140.093500,129.400000,22,6,59,6
84,153.450000,141.659000,120.950000,22,6,72,6
85,153.450000,141.106500,132.650000,22,6,54,6
86,153.450000,141.549000,131.350000,22,6,56,6
87,153.450000,140.486000,132.000000,22,6,55,6
88,153.450000,142.062000,132.000000,22,6,55,6
89,153.450000,141.906000,127.450000,22,6,62,6
90,153.450000,140.204000,128.100000,22,6,61,6
91,153.450000,140.905000,132.650000,22,6,54,6
92,153.450000,140.528500,127.450000,22,6,62,6
93,153.450000,139.804000,128.750000,22,6,60,6
94,153.450000,140.480000,130.700000,22,6,57,6
95,153.450000,140.430500,129.400000,22,6,59,6
96,153.450000,140.083500,125.850000,22,6,65,5
97,157.350000,140.681000,127.450000,16,6,62,6
98,157.350000,141.574500,126.150000,16,6,64,6
99,157.350000,141.162000,128.750000,16,6,60,6
100,157.350000,141.912500,132.000000,16,6,55,6
101,157.350000,141.896500,128.100000,16,6,61,6
102,157.350000,141.529500,130.050000,16,6,58,6
103,157.350000,140.950500,130.050000,16,6,58,6
104,153.450000,140.772000,130.050000,22,6,58,6
105,153.450000,140.645000,129.400000,22,6,59,6
106,153.450000,140.606000,124.200000,22,6,67,6
107,153.450000,140.661500,128.750000,22,6,60,6
108,153.450000,141.594500,130.050000,22,6,58,6
109,153.450000,141.620500,128.750000,22,6,60,6
110,154.750000,141.500500,131.350000,20,6,56,6
111,154.750000,141.984000,130.050000,20,6,58,6
112,154.750000,140.934500,130.700000,20,6,57,6
113,154.750000,141.717500,130.700000,20,6,57,6
114,154.750000,141.757000,128.450000,20,6,61,5
115,153.450000,139.004500,128.100000,22,6,61,6
116,151.500000,139.998500,126.500000,25,6,64,5
117,152.150000,141.197500,129.400000,24,6,59,6
118,151.500000,139.394000,129.400000,25,6,59,6
119,153.450000,140.976500,131.350000,22,6,56,6
120,153.450000,140.781500,130.700000,22,6,57,6
121,153.450000,140.031000,128.750000,22,6,60,6
122,153.450000,140.746000,130.050000,22,6,58,6
123,153.450000,140.242000,126.150000,22,6,64,6
124,153.450000,141.379500,130.050000,22,6,58,6
125,153.450000,141.750500,128.100000,22,6,61,6
126,154.750000,141.445000,128.100000,20,6,61,6
127,154.750000,141.490500,129.400000,20,6,59,6
128,154.750000,141.298500,126.150000,20,6,64,6
129,154.750000,139.852000,126.150000,20,6,64,6
130,154.750000,141.217500,122.250000,20,6,70,6
131,153.450000,139.927500,122.250000,22,6,70,6
132,153.450000,141.763000,127.450000,22,6,62,6
133,153.450000,140.882500,128.750000,22,6,60,6
134,153.450000,140.102500,126.800000,22,6,63,6
135,152.150000,139.382000,126.800000,24,6,63,6
136,152.150000,140.924500,124.850000,24,6,66,6
137,155.400000,141.236500,128.100000,19,6,61,6
138,155.400000,141.146000,130.050000,19,6,58,6
139,155.400000,140.505500,130.050000,19,6,58,6
140,155.400000,140.694000,130.050000,19,6,58,6
141,155.400000,141.415500,129.400000,19,6,59,6
142,155.400000,141.006000,128.100000,19,6,61,6
143,154.100000,138.364500,128.100000,21,6,61,6
144,154.100000,140.882500,130.700000,21,6,57,6
145,154.100000,140.138000,128.100000,21,6,61,6
146,154.100000,141.786000,132.650000,21,6,54,6
147,154.100000,141.165000,128.100000,21,6,61,6
