Iteration,Uniform,StraightSkewed,ExpSkewed
1,82.91879024628437147100,8.94024475857385027700,1.87299135626611516820
2,34.12274544511246070700,41.58532252497454667900,10.75118357101294402050
3,23.91735587633899960300,51.09462618858843687900,14.30421393639631010970
4,54.67085787530137028100,26.06025569742523766100,6.03801739673180239160
5,38.75545518356883449800,37.74612045537335791500,9.47826919052069536510
6,64.89455854976042970000,19.44284106936216578200,4.32381850101227892760
7,68.14477980895413068000,17.45014851076100774200,3.83514406727231450830
8,75.64622943815424054600,13.02515913314112849700,2.79087973107484603940
9,56.44093142490920743400,24.87282021471243365400,5.71940518808609677730
10,37.70256660664693136300,38.59758424406501303900,9.75367000823884109360
11,23.27341532639545884500,51.75747174287456683100,14.57708789011461799710
12,26.39545884578997161700,48.62348898008938207900,13.31851612974565501950
13,46.64448988311410870600,31.70322856597531029600,7.62563451249278927320
14,66.02069154942472609600,18.74688218325113027700,4.15178618759677517300
15,50.13885921811578722400,29.19120166383573825600,6.90328698008018238000
16,78.46919156468398083400,11.41716217873578372300,2.42451645373208641930
17,95.45274208807641834700,2.30008081473331211100,.46536745426331658900
18,18.09442426831873531200,57.46245861792346688300,17.09360862058103818210
19,6.54011658070619830900,74.42634836260922571000,27.26566629021646931750
20,86.52302621539963988100,6.98224566492714995200,1.44752536907664097920
21,48.77162999359111301000,30.16331193878742290000,7.17973709077833745720
22,30.72908719138157292300,44.56617711957655998300,11.79858177079757298870
23,22.82174138615070039900,52.22789371803803290200,14.77303013730361093420
24,84.42945646534623249000,8.11449708177778467300,1.69245462369207776700
25,19.29074983977782525100,56.07876386100019469200,16.45354560256422644180
26,71.28818628498184148600,15.56766834619463057900,3.38421277577839262470
27,96.83217871639149143900,1.59665721308473179400,.32189336953086030970
28,76.75405133213293862700,12.39061047345841787900,2.64550264971133657200
29,2.21564378795739616000,85.11496124305550839000,38.07625517445069486350
30,63.37168492690816980400,20.39366549896411051100,4.56126793847093243040
31,92.38258003479110080200,3.88414280942446861900,.79228009424803076660
32,69.01760917996765037900,16.92316256623170517600,3.70788128368694580340
33,57.38090151676992095700,24.24981748089980941500,5.55424944435489246580
34,63.10617389446699423200,20.56060555715005059700,4.60325036354247036480
35,60.33204138309884945200,22.32629699628139304000,5.05277007420976800520
36,69.84771263771477401000,16.42505600497552591300,3.58833249270019033490
37,12.32642597735526596800,64.89098979271095149400,20.93101913032264853670
38,24.44227423932615131000,50.56087152939874961500,14.08715668332792729380
39,.50965910824915311100,92.86095869006802068800,52.70359918143431795240
40,71.95043794061098055900,15.17639600876948086400,3.29174967131361002830
41,38.01080355235450300600,38.34709775496817456800,9.67225725787428161910
42,64.70534379100924710800,19.56036810687828172000,4.35301630646923895350
43,80.35523545030060731800,10.35891820694006856800,2.18701838824918805270
44,44.81948301644947660700,33.05264529762996184100,8.02471358758822348730
45,21.61320841090121158400,53.50999202957563314000,15.31700914757277247980
46,93.79863887447737052500,3.15030259496038542900,.64016839468192160980
47,75.02975554673909726200,13.38028195223728548800,2.87270301320038569440
48,2.63069551683095797600,83.78058103127316716400,36.36242953194422220620
49,27.62230292672505874800,47.44307569242178461400,12.86427709849275917370
50,40.46754356517227698500,36.38589498768981581800,9.04603140276415267810
51,19.69359416486098818900,55.62253481229353925900,16.24691658026024980000
52,75.45701467940305795400,13.13400280926773476800,2.81592267290579310090
53,12.68654438917203283700,64.38182431795245238600,20.64315840925327524570
54,18.00592059083834345500,57.56661621925686745400,17.14262842860835616430
55,33.79314554277169103000,41.86812789633238465000,10.84823255978974842440
56,54.63423566393017365000,26.08502474874920608600,6.04471775614947139520
57,58.53755302591021454500,23.49016205355665861200,5.35469549149222081600
58,68.66664632099368266800,17.13465964530545496500,3.75885885885061658900
59,63.66771446882534257000,20.20794872368216740900,4.51466681768179483620
60,27.57957701345866267800,47.48373869603943076500,12.87975443180977235790
61,94.56465346232490005100,2.75564105701302940500,.55883812324887105480
62,54.42670979949339274200,26.22553978544241985600,6.08277149515373303450
63,85.53422650837733085100,7.51528423118913490800,1.56245901982437473340
64,49.24771874141666920900,29.82328111017396019400,7.08260353569673179610
65,99.68871120334482863800,.15576571311449601900,.03117601314345880390
66,.13122959074678792600,96.37743749885819187500,66.02010136174385624330
67,66.58528397473067415300,18.40019364316440110200,4.06663811258435525170
68,71.70323801385540330200,15.32223549605516227300,3.32616362479764054490
69,85.06424146244697408900,7.76972218276311942000,1.61755461662519344080
70,46.84896389660328989500,31.55369703438812474500,7.58189787129169512640
71,71.52317880794701986700,15.42862256771087693300,3.35130533956110721330
72,94.13434247871333964000,2.97714574456524491300,.60444419775299298990
73,6.94906460768456068600,73.63892147941484415800,26.65955384602975856480
74,92.73049104281746879400,3.70332765727703049900,.75469286712693115900
75,.68056276131473738800,91.75037721277671152300,49.83401731787152053130
76,6.21356852931302835100,75.07296943213446382100,27.77749789389836164910
77,33.97320474868007446500,41.71346231874801566700,10.79509837009841469600
78,77.37357707449568163000,12.03774839483945905000,2.56511568889689571460
79,22.97128208258308664200,52.07163461729256237200,14.70773129067121964330
80,24.45142979216895046800,50.55161297659047962300,14.08341229410488333600
81,26.40766624958037049400,48.61161001784511006300,13.31389318173819302820
82,40.35157322916348765500,36.47711181852364196300,9.07472693714821543310
83,28.06176946317941831700,47.02663927672757298600,12.70645674320433869340
84,35.15121921445356608700,40.71153635448666301300,10.45427129665925495560
85,18.02728354747154148900,57.54145133489423959500,17.13077404179040936320
86,19.75768303476058229300,55.55038466447591147100,16.21443389122623162140
87,10.20233771782586138400,68.05890152511053450900,22.82153788319035107030
88,78.47834711752677999200,11.41199453790215286200,2.42334981891199097000
89,.31739249855037079900,94.36624016707873143500,57.38628355737714048830
90,98.75484481337931455400,.62452776797520317000,.12529149581998658860
91,66.22516556291390728400,18.62115412288405568400,4.12086497130702984510
92,36.57338175603503524800,39.52406945235564608200,10.05770753824212732920
93,36.68630024109622486000,39.43078319715845553100,10.02688442324210377750
94,64.31470686971648304600,19.80354941163762262300,4.41356668165896079040
95,79.30845057527390362200,10.94470786344367753300,2.31813653636421764050
96,61.61381878109073152800,21.50552963355270111100,4.84255725419990645190
97,72.97891170995208594000,14.57230442651979978500,3.14982857674621184310
98,33.51542710654011658000,42.10749002976281683900,10.93074286703757942530
99,98.04071169164098025400,.98449025953510738900,.19786460866292989900
100,6.14947965941343424700,75.20185559479614158900,27.88110083125901000200
101,95.18417920468764305500,2.43762036282241078100,.49354145829752961100
102,47.12057863093966490600,31.35556932209309603900,7.52409419591092041420
103,4.73647267067476424400,78.23656123064472092000,30.48964788462299371210
104,78.11517685476241340300,11.61720933645373211300,2.46973102888895940350
105,85.02761925107577745900,7.78957800168368307800,1.62186055540456675980
106,68.26685384685811944900,17.37624200821042329800,3.81724736128696929970
107,66.66768395031586657300,18.34971895313778739500,4.05427150301720884280
108,5.12710959196752830500,77.35687832482559770300,29.69788382767405845680
109,90.76204718161564989100,4.73088266304990590300,.96924349451194873530
110,43.04025391399884029600,34.39492861523673313700,8.42974289911899169350
111,14.28876613666188543300,62.19951569534870968300,19.45424247678370333960
112,42.67403180028687398900,34.67463601304094227000,8.51518619383276923250
113,89.24222540971098971500,5.53189670067944583500,1.13810406622563301060
114,90.15472884304330576400,5.05015595429168596500,1.03637824590707674530
115,80.70925016022217474800,10.16167290058091539900,2.14306142017295742100
116,16.50135807367168187500,59.37813633808551876000,18.01497798842359613610
117,47.83776360362559892500,30.83515083250336551500,7.37305322054059799050
118,51.01168858912930692400,28.57753253413229568700,6.73071793308761286440
119,44.70656453138828699600,33.13703227391990268400,8.04993688206907245610
120,90.97567674794763023700,4.61882955847751275900,.94573500251867205090
121,72.80495620593890194400,14.67417963714682107600,3.17369195128872924540
122,76.51905880916776024600,12.52482705980641489600,2.67616409919087579210
123,70.98910489211706900200,15.74496757337454504700,3.42625219670518208340
