0.872907,0.630054
0.556274,0.825615
0.916767,0.350527
0.738168,0.530545
0.913169,0.580028
0.952593,0.458383
0.243301,0.994187
0.954657,0.469408
0.675360,0.731543
0.311997,0.748678
0.290223,0.414541
0.339000,0.906168
0.507825,0.131265
0.475876,0.798333
0.929889,0.751005
0.808445,0.403679
0.815459,0.214050
0.185163,0.187252
0.602865,0.005879
0.897179,0.707318
0.099008,0.955306
0.757240,0.116199
0.503104,0.472198
0.381604,0.503499
0.155111,0.407002
0.043214,0.126560
0.929863,0.360338
0.933865,0.622175
0.120752,0.362828
0.244809,0.774286
0.722501,0.363004
0.176735,0.759035
0.663786,0.787994
0.850419,0.800409
0.474804,0.326824
0.950109,0.947267
0.478926,0.120122
0.554556,0.839575
0.381655,0.575033
0.635585,0.058041
0.378340,0.037277
0.150146,0.927282
0.040000,0.634223
0.055730,0.289366
0.423210,0.691044
0.572330,0.590260
0.811535,0.390696
0.706283,0.306399
0.191739,0.524623
0.870766,0.051245
0.640544,0.593583
0.850080,0.106943
0.006615,0.707525
0.863253,0.867527
0.801596,0.090447
0.726756,0.783289
0.681946,0.072610
0.347031,0.318750
0.655873,0.143884
0.979226,0.910839
0.811899,0.393902
0.126391,0.956076
0.099440,0.356397
0.144830,0.382858
0.112981,0.835868
0.478697,0.042251
0.192086,0.949274
0.232076,0.677060
0.403222,0.065183
0.837178,0.688677
0.169531,0.605582
0.528619,0.853177
0.314589,0.358742
0.067440,0.756501
0.342903,0.335820
0.314188,0.787742
0.803626,0.702528
0.372751,0.470874
0.477848,0.399179
0.060654,0.012066
0.491935,0.360780
0.412236,0.038903
0.421636,0.153380
0.776750,0.411734
0.090832,0.681493
0.915476,0.053105
0.477439,0.309858
0.708667,0.524362
0.456190,0.015368
0.625883,0.926758
0.196972,0.169373
0.481355,0.137114
0.605423,0.786058
0.918616,0.472601
0.065765,0.579601
0.409849,0.942928
0.929564,0.604832
0.816999,0.514587
0.304228,0.349254
0.544474,0.174015
0.374914,0.677549
0.965081,0.465436
0.343592,0.390855
0.575037,0.812546
0.476856,0.487012
0.141950,0.750071
0.134509,0.389465
0.258159,0.107722
0.135650,0.375718
0.494831,0.592629
0.646356,0.770524
0.082159,0.270181
0.964476,0.130505
0.714944,0.504875
0.860312,0.805024
0.991412,0.712447
0.273720,0.280247
0.684675,0.818284
0.432943,0.850919
0.974715,0.393520
0.935874,0.372846
0.013392,0.958269
0.938624,0.286905
0.816992,0.144810
0.817113,0.004585
0.504752,0.445833
0.289758,0.411481
0.351693,0.506361
0.007559,0.245060
0.061581,0.976831
0.808235,0.875690
0.122433,0.619185
0.219259,0.672753
0.692302,0.427248
0.116602,0.695217
0.719014,0.963670
0.141488,0.982680
0.018532,0.141711
0.608307,0.548484
0.546461,0.578718
0.827827,0.825043
0.598760,0.057981
0.941420,0.547714
0.820282,0.424749
0.700290,0.193958
0.441757,0.660368
0.286094,0.536424
0.257021,0.102375
0.539213,0.176504
0.565613,0.609730
0.060935,0.795574
0.211053,0.106883
0.529360,0.501924
0.204478,0.267605
0.803401,0.548733
0.643242,0.349894
0.728752,0.116922
0.349690,0.261298
0.107749,0.289382
0.760488,0.446234
0.619487,0.708684
0.242982,0.952423
0.503405,0.796635
0.120016,0.914074
0.285116,0.731988
0.115307,0.945592
0.829605,0.518558
0.069497,0.433566
0.353515,0.832327
0.539965,0.263324
0.175309,0.305276
0.587373,0.783226
0.874918,0.755154
0.729365,0.768775
0.720995,0.248838
0.550098,0.389300
0.658432,0.850530
0.082090,0.168951
0.328094,0.446940
0.935657,0.860999
0.220390,0.020859
0.243229,0.722094
0.465227,0.071586
0.915743,0.571260
0.049257,0.488721
0.919168,0.372700
0.668719,0.573092
0.776661,0.206820
0.842685,0.535182
0.724540,0.847559
0.932714,0.590186
0.086695,0.471746
0.679464,0.444663
0.714427,0.305571
0.561599,0.968544
0.756097,0.165570
0.163226,0.842242
0.362594,0.517118
0.673697,0.623763
0.200049,0.994505
0.731617,0.892667
0.193707,0.623525
0.923695,0.970305
0.046498,0.688161
0.291480,0.545868
0.379638,0.792265
0.361069,0.816651
0.894205,0.469557
0.061136,0.919933
0.439957,0.614719
0.216325,0.414916
0.360629,0.341382
0.616099,0.116212
0.697962,0.810992
0.521961,0.996982
0.637352,0.162903
0.713304,0.681455
0.918535,0.125730
0.529707,0.702549
0.639506,0.947093
0.722471,0.706921
0.211317,0.572221
0.692740,0.014738
0.596202,0.479136
0.386132,0.270985
0.874128,0.358828
0.816287,0.908237
0.125835,0.761453
0.915367,0.435595
0.858578,0.554424
0.155518,0.112447
0.287803,0.002330
0.449142,0.847598
0.063228,0.618557
0.676560,0.003366
0.580618,0.547894
0.905040,0.044407
0.010894,0.309555
0.792386,0.812896
0.310651,0.474362
0.755646,0.908672
0.343696,0.530743
0.185431,0.681957
0.896950,0.478524
0.176215,0.731438
0.545188,0.437679
0.641219,0.760153
0.177614,0.380313
0.572907,0.423891
0.856807,0.593435
0.418818,0.836039
0.981411,0.858623
0.255905,0.233408
0.685037,0.975134
0.865011,0.562935
0.681958,0.267797
0.510007,0.448548
0.915445,0.013424
0.274107,0.723880
0.501359,0.015509
0.955779,0.442735
0.042886,0.118006
0.550481,0.043652
0.677707,0.067270
0.237793,0.807418
0.907299,0.267461
0.016842,0.995293
0.971465,0.035322
0.032059,0.697102
0.741013,0.793528
0.658977,0.798964
0.791596,0.622081
0.732567,0.793623
0.917321,0.995547
0.992809,0.706376
0.385247,0.657548
0.889821,0.286742
0.397752,0.354112
0.336652,0.239970
0.779429,0.368207
0.082891,0.332260
0.915853,0.968166
0.759729,0.134548
0.620423,0.064815
0.432971,0.734100
0.812384,0.705338
0.940620,0.246325
0.827687,0.805610
0.889030,0.396616
0.898754,0.743224
0.608220,0.860941
0.973205,0.192503
0.036597,0.855917
0.598875,0.894835
0.087748,0.376526
0.741007,0.108408
0.215951,0.357943
0.529424,0.120424
0.652889,0.431173
0.118406,0.987291
0.916988,0.582307
0.457611,0.015186
0.031871,0.908007
0.622336,0.054395
0.146325,0.449897
0.846648,0.800887
0.608553,0.764914
0.821861,0.628720
0.884322,0.746416
0.382589,0.357972
0.596092,0.831595
0.107720,0.499545
0.583328,0.329988
0.032644,0.457473
0.826092,0.946815
0.146642,0.532114
0.056677,0.918708
0.496819,0.352921
0.794754,0.640363
0.339511,0.177651
0.529846,0.708007
0.223977,0.092374
0.645109,0.523255
0.329840,0.856566
0.877046,0.987143
0.874473,0.291511
0.063129,0.878079
0.658965,0.104788
0.191405,0.092064
0.063338,0.271079
0.393170,0.629124
0.097888,0.748507
0.635103,0.644413
0.536686,0.224850
0.924973,0.544212
0.446289,0.052396
0.947281,0.550290
0.036504,0.802807
0.785818,0.438669
0.579544,0.204291
0.050272,0.457644
0.544093,0.030324
0.418729,0.421874
0.757505,0.962284
0.343068,0.109027
0.501508,0.808918
0.379468,0.594073
0.033625,0.383197
0.710798,0.529213
0.205741,0.672484
0.357964,0.990659
0.447315,0.191746
0.697769,0.368120
0.004435,0.043034
0.197154,0.073055
0.402972,0.445327
0.746363,0.451360
0.790455,0.969232
0.944215,0.103733
0.399047,0.946926
0.968290,0.769889
0.295115,0.201747
0.227407,0.991007
0.650271,0.782082
0.350392,0.799821
0.002742,0.588437
0.053610,0.200326
0.200278,0.185776
0.729249,0.347596
0.926341,0.124455
0.871098,0.720643
0.613791,0.593804
0.448514,0.774263
0.293996,0.683892
0.907741,0.284977
0.882818,0.686544
0.970735,0.697512
0.550960,0.911954
0.657119,0.713066
0.750009,0.630062
0.285371,0.335426
0.121170,0.819816
0.954721,0.274980
0.983792,0.069035
0.462819,0.245018
0.338955,0.875982
0.515172,0.407254
0.487834,0.290195
0.547394,0.494036
0.138069,0.122511
0.158904,0.122546
0.578190,0.264030
0.941042,0.748710
0.724867,0.567594
0.329936,0.502764
0.606641,0.354040
0.307724,0.709860
0.486796,0.770549
0.844133,0.721885
0.358987,0.911463
0.707697,0.463738
0.761361,0.099354
0.133770,0.412116
0.023437,0.176285
0.974359,0.075754
0.144277,0.395499
0.916008,0.822064
0.760288,0.052961
0.728077,0.000144
0.976494,0.376677
0.005547,0.812625
0.100607,0.643411
0.632845,0.688854
0.306982,0.223932
0.356810,0.317681
0.995148,0.215119
0.810950,0.792227
0.319390,0.456260
0.008302,0.497411
0.175079,0.409719
0.957790,0.315693
0.765341,0.337879
0.675920,0.740308
0.880570,0.271690
0.104159,0.499619
0.926622,0.926858
0.454602,0.907449
0.495822,0.151250
0.537077,0.428811
0.422502,0.462018
0.261083,0.162333
0.510517,0.993494
0.932165,0.054856
0.909795,0.758535
0.216846,0.280815
0.827677,0.697450
0.636564,0.403939
0.059516,0.222346
0.356821,0.205633
0.506556,0.353941
0.235214,0.043950
0.548342,0.088284
0.046547,0.130353
0.362675,0.859013
0.553707,0.498193
0.476454,0.365577
0.126063,0.676284
0.813484,0.222540
0.858109,0.460605
0.018238,0.887890
0.968950,0.914116
0.918035,0.854974
0.130835,0.048343
0.783268,0.234533
0.255905,0.685233
0.652905,0.900062
0.400889,0.805878
0.204460,0.310130
0.809439,0.564068
0.252904,0.996503
0.957356,0.069453
0.683879,0.945252
0.692990,0.617393
0.166855,0.140732
0.265268,0.273805
0.455075,0.297426
0.563953,0.909044
0.228466,0.512601
0.758130,0.330441
0.009767,0.568198
0.739933,0.579812
0.183842,0.409235
0.139837,0.144749
0.154465,0.916710
0.090402,0.584128
0.751354,0.645199
0.613776,0.465498
0.303730,0.721310
0.884702,0.635174
0.964799,0.667694
0.312259,0.706762
0.646032,0.666493
0.134153,0.401861
0.907458,0.961208
0.249213,0.579069
0.915325,0.940676
0.808699,0.946092
0.330222,0.401196
0.684356,0.616117
0.430539,0.154923
0.571675,0.014118
0.065119,0.263153
0.844752,0.847281
0.853561,0.383894
0.508403,0.013726
0.324544,0.010579
0.257060,0.671881
0.369903,0.906675
0.141540,0.227562
0.830100,0.964985
0.695351,0.687139
0.977225,0.973838
0.609565,0.234315
0.232206,0.613322
0.249614,0.027567
0.502192,0.061179
0.741292,0.359356
0.580692,0.387597
0.574121,0.867211
0.356280,0.433371
0.891969,0.753773
0.493447,0.535178
0.306744,0.444080
0.966015,0.882339
0.878718,0.811163
0.044065,0.809620
0.377383,0.818387
0.687369,0.783557
0.054246,0.106324
0.662369,0.402806
0.192276,0.827927
0.215643,0.395805
0.047589,0.369591
0.282866,0.596568
0.025034,0.460629
0.782496,0.975501
0.129798,0.151761
0.823999,0.661292
0.985003,0.410767
0.754350,0.627749
0.962140,0.277223
0.303724,0.046328
0.506328,0.908901
0.929517,0.099257
0.055497,0.230720
0.633882,0.330854
0.916864,0.460840
0.645734,0.980033
0.151186,0.276031
0.757340,0.216043
0.570475,0.233442
0.982561,0.082000
0.237046,0.296896
0.640672,0.322209
0.659455,0.040279
0.422114,0.262268
0.472713,0.797795
0.688635,0.465250
0.757248,0.048187
0.232799,0.652932
0.027656,0.682290
0.834094,0.964189
0.117758,0.894435
0.426236,0.842617
0.542395,0.405304
0.241266,0.043124
0.555348,0.731580
0.364438,0.622431
0.242536,0.376969
0.674644,0.405962
0.665113,0.337157
0.926082,0.447780
0.761274,0.784157
0.927019,0.255190
0.602834,0.960136
0.594215,0.129714
0.035046,0.094780
0.092189,0.316173
0.161378,0.773925
0.143801,0.744069
0.796796,0.442646
0.190838,0.103097
0.558490,0.807424
0.136795,0.852521
0.316426,0.560598
0.756838,0.971933
0.880145,0.348795
0.909060,0.488978
0.282217,0.857733
0.756865,0.503247
0.565802,0.078450
0.736684,0.265635
0.853605,0.028988
0.284324,0.262946
0.455077,0.810125
0.408258,0.075829
0.385134,0.103181
0.191054,0.623763
0.690455,0.260004
0.375873,0.388873
0.921952,0.416334
0.993806,0.679543
0.767515,0.626280
0.004355,0.040701
0.881345,0.177998
0.001318,0.998305
0.458489,0.631338
0.287905,0.171875
0.081755,0.936091
0.751416,0.697909
0.690690,0.201400
0.946372,0.889207
0.209302,0.864430
0.787968,0.934491
0.819165,0.951913
0.369320,0.477292
0.445270,0.482563
0.677160,0.316520
0.224052,0.468142
0.868162,0.795161
0.616355,0.800825
0.034434,0.563584
0.859083,0.349072
0.943908,0.186278
0.073232,0.338148
0.452132,0.614808
0.988866,0.092086
0.068569,0.873165
0.882295,0.581806
0.870499,0.478013
0.409052,0.950660
0.669907,0.416081
0.896870,0.553819
0.357455,0.990152
0.056019,0.765783
0.623905,0.058709
0.312433,0.867236
0.580091,0.822700
0.464784,0.096978
0.798267,0.626159
0.831957,0.108154
0.006542,0.744362
0.268396,0.423991
0.826819,0.011469
0.219778,0.441289
0.766440,0.665364
0.836124,0.160985
0.124098,0.410717
0.307525,0.731079
0.610454,0.590214
0.651049,0.783282
0.795663,0.111109
0.828733,0.137278
0.109340,0.210860
0.331394,0.518135
0.068125,0.397249
0.271664,0.463010
0.180879,0.807505
0.364338,0.303899
0.954337,0.533998
0.321374,0.975814
0.124502,0.580008
0.783628,0.762662
0.445620,0.077593
0.217936,0.514955
0.906592,0.840530
0.385494,0.113029
0.967076,0.199686
0.231427,0.923201
0.393332,0.380553
0.001057,0.197901
0.386559,0.483397
0.056381,0.981406
0.028918,0.115916
0.630988,0.898398
0.082371,0.770140
0.149506,0.396507
0.418517,0.938483
0.013504,0.806785
0.741989,0.732493
0.214429,0.305819
0.081870,0.310046
0.889977,0.856282
0.717482,0.081806
0.923725,0.197477
0.590101,0.721430
0.784735,0.050913
0.029289,0.648937
0.254644,0.323006
0.575138,0.377021
0.695106,0.344979
0.935924,0.202694
0.422094,0.530174
0.187242,0.090081
0.176990,0.960007
0.859273,0.654907
0.640682,0.015313
0.156712,0.154251
0.874439,0.271409
0.025288,0.289987
0.002593,0.590539
0.807409,0.370964
0.576295,0.114662
0.365633,0.803036
0.454340,0.552004
0.223404,0.259964
0.505197,0.697054
0.949223,0.259783
0.474002,0.886632
0.843035,0.384387
0.298313,0.485541
0.304265,0.495912
0.442761,0.725546
0.103776,0.030726
0.754794,0.493256
